brokerId;lat;lon;function;boxMinX;boxMinY;boxMaxX;boxMaxY
Asuncion-1600057911;-87.00000000000006;62.99999999999995;BrokerField;60.0;-90.0;65.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;68.99999999999994;BrokerField;66.0;-90.0;71.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;74.99999999999994;BrokerField;72.0;-90.0;77.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;80.99999999999994;BrokerField;78.0;-90.0;83.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;86.99999999999994;BrokerField;84.0;-90.0;89.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;92.99999999999994;BrokerField;90.0;-90.0;95.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;98.99999999999994;BrokerField;96.0;-90.0;101.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;104.99999999999994;BrokerField;102.0;-90.0;107.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;110.99999999999994;BrokerField;108.0;-90.0;113.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;116.99999999999994;BrokerField;114.0;-90.0;119.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;122.99999999999994;BrokerField;120.0;-90.0;125.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;128.99999999999994;BrokerField;126.0;-90.0;131.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;134.99999999999994;BrokerField;132.0;-90.0;137.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;140.99999999999994;BrokerField;138.0;-90.0;143.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;146.99999999999994;BrokerField;144.0;-90.0;149.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;152.99999999999994;BrokerField;150.0;-90.0;155.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;158.99999999999994;BrokerField;156.0;-90.0;161.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;164.99999999999994;BrokerField;162.0;-90.0;167.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;170.99999999999994;BrokerField;168.0;-90.0;173.9999999999999;-84.0000000000001
Asuncion-1600057911;-87.00000000000006;176.99999999999994;BrokerField;174.0;-90.0;179.9999999999999;-84.0000000000001
Asuncion-1600057911;-81.00000000000006;-177.00000000000006;BrokerField;-180.0;-84.0;-174.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-171.00000000000006;BrokerField;-174.0;-84.0;-168.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-165.00000000000006;BrokerField;-168.0;-84.0;-162.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-159.00000000000006;BrokerField;-162.0;-84.0;-156.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-153.00000000000006;BrokerField;-156.0;-84.0;-150.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-147.00000000000006;BrokerField;-150.0;-84.0;-144.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-141.00000000000006;BrokerField;-144.0;-84.0;-138.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-135.00000000000006;BrokerField;-138.0;-84.0;-132.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-129.00000000000006;BrokerField;-132.0;-84.0;-126.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-123.00000000000006;BrokerField;-126.0;-84.0;-120.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-117.00000000000006;BrokerField;-120.0;-84.0;-114.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-111.00000000000006;BrokerField;-114.0;-84.0;-108.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-105.00000000000006;BrokerField;-108.0;-84.0;-102.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-99.00000000000006;BrokerField;-102.0;-84.0;-96.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-93.00000000000006;BrokerField;-96.0;-84.0;-90.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-87.00000000000006;BrokerField;-90.0;-84.0;-84.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-81.00000000000006;BrokerField;-84.0;-84.0;-78.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-75.00000000000006;BrokerField;-78.0;-84.0;-72.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-69.00000000000006;BrokerField;-72.0;-84.0;-66.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-63.00000000000005;BrokerField;-66.0;-84.0;-60.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-57.00000000000005;BrokerField;-60.0;-84.0;-54.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-51.00000000000005;BrokerField;-54.0;-84.0;-48.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-45.00000000000005;BrokerField;-48.0;-84.0;-42.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-39.00000000000005;BrokerField;-42.0;-84.0;-36.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-33.00000000000005;BrokerField;-36.0;-84.0;-30.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-27.00000000000005;BrokerField;-30.0;-84.0;-24.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-21.00000000000005;BrokerField;-24.0;-84.0;-18.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-15.00000000000005;BrokerField;-18.0;-84.0;-12.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-9.00000000000005;BrokerField;-12.0;-84.0;-6.0000000000001;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;-3.00000000000005;BrokerField;-6.0;-84.0;-1.0E-13;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;2.99999999999995;BrokerField;0.0;-84.0;5.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;8.99999999999995;BrokerField;6.0;-84.0;11.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;14.99999999999995;BrokerField;12.0;-84.0;17.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;20.99999999999995;BrokerField;18.0;-84.0;23.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;26.99999999999995;BrokerField;24.0;-84.0;29.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;32.99999999999995;BrokerField;30.0;-84.0;35.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;38.99999999999995;BrokerField;36.0;-84.0;41.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;44.99999999999995;BrokerField;42.0;-84.0;47.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;50.99999999999995;BrokerField;48.0;-84.0;53.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;56.99999999999995;BrokerField;54.0;-84.0;59.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;62.99999999999995;BrokerField;60.0;-84.0;65.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;68.99999999999994;BrokerField;66.0;-84.0;71.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;74.99999999999994;BrokerField;72.0;-84.0;77.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;80.99999999999994;BrokerField;78.0;-84.0;83.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;86.99999999999994;BrokerField;84.0;-84.0;89.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;92.99999999999994;BrokerField;90.0;-84.0;95.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;98.99999999999994;BrokerField;96.0;-84.0;101.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;104.99999999999994;BrokerField;102.0;-84.0;107.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;110.99999999999994;BrokerField;108.0;-84.0;113.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;116.99999999999994;BrokerField;114.0;-84.0;119.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;122.99999999999994;BrokerField;120.0;-84.0;125.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;128.99999999999994;BrokerField;126.0;-84.0;131.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;134.99999999999994;BrokerField;132.0;-84.0;137.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;140.99999999999994;BrokerField;138.0;-84.0;143.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;146.99999999999994;BrokerField;144.0;-84.0;149.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;152.99999999999994;BrokerField;150.0;-84.0;155.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;158.99999999999994;BrokerField;156.0;-84.0;161.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;164.99999999999994;BrokerField;162.0;-84.0;167.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;170.99999999999994;BrokerField;168.0;-84.0;173.9999999999999;-78.0000000000001
Asuncion-1600057911;-81.00000000000006;176.99999999999994;BrokerField;174.0;-84.0;179.9999999999999;-78.0000000000001
Asuncion-1600057911;-75.00000000000006;-177.00000000000006;BrokerField;-180.0;-78.0;-174.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-171.00000000000006;BrokerField;-174.0;-78.0;-168.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-165.00000000000006;BrokerField;-168.0;-78.0;-162.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-159.00000000000006;BrokerField;-162.0;-78.0;-156.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-153.00000000000006;BrokerField;-156.0;-78.0;-150.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-147.00000000000006;BrokerField;-150.0;-78.0;-144.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-141.00000000000006;BrokerField;-144.0;-78.0;-138.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-135.00000000000006;BrokerField;-138.0;-78.0;-132.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-129.00000000000006;BrokerField;-132.0;-78.0;-126.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-123.00000000000006;BrokerField;-126.0;-78.0;-120.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-117.00000000000006;BrokerField;-120.0;-78.0;-114.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-111.00000000000006;BrokerField;-114.0;-78.0;-108.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-105.00000000000006;BrokerField;-108.0;-78.0;-102.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-99.00000000000006;BrokerField;-102.0;-78.0;-96.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-93.00000000000006;BrokerField;-96.0;-78.0;-90.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-87.00000000000006;BrokerField;-90.0;-78.0;-84.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-81.00000000000006;BrokerField;-84.0;-78.0;-78.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-75.00000000000006;BrokerField;-78.0;-78.0;-72.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-69.00000000000006;BrokerField;-72.0;-78.0;-66.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-63.00000000000005;BrokerField;-66.0;-78.0;-60.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-57.00000000000005;BrokerField;-60.0;-78.0;-54.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-51.00000000000005;BrokerField;-54.0;-78.0;-48.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-45.00000000000005;BrokerField;-48.0;-78.0;-42.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-39.00000000000005;BrokerField;-42.0;-78.0;-36.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-33.00000000000005;BrokerField;-36.0;-78.0;-30.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-27.00000000000005;BrokerField;-30.0;-78.0;-24.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-21.00000000000005;BrokerField;-24.0;-78.0;-18.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-15.00000000000005;BrokerField;-18.0;-78.0;-12.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-9.00000000000005;BrokerField;-12.0;-78.0;-6.0000000000001;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;-3.00000000000005;BrokerField;-6.0;-78.0;-1.0E-13;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;2.99999999999995;BrokerField;0.0;-78.0;5.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;8.99999999999995;BrokerField;6.0;-78.0;11.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;14.99999999999995;BrokerField;12.0;-78.0;17.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;20.99999999999995;BrokerField;18.0;-78.0;23.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;26.99999999999995;BrokerField;24.0;-78.0;29.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;32.99999999999995;BrokerField;30.0;-78.0;35.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;38.99999999999995;BrokerField;36.0;-78.0;41.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;86.99999999999994;BrokerField;84.0;-78.0;89.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;92.99999999999994;BrokerField;90.0;-78.0;95.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;98.99999999999994;BrokerField;96.0;-78.0;101.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;104.99999999999994;BrokerField;102.0;-78.0;107.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;110.99999999999994;BrokerField;108.0;-78.0;113.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;116.99999999999994;BrokerField;114.0;-78.0;119.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;122.99999999999994;BrokerField;120.0;-78.0;125.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;128.99999999999994;BrokerField;126.0;-78.0;131.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;134.99999999999994;BrokerField;132.0;-78.0;137.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;140.99999999999994;BrokerField;138.0;-78.0;143.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;146.99999999999994;BrokerField;144.0;-78.0;149.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;152.99999999999994;BrokerField;150.0;-78.0;155.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;158.99999999999994;BrokerField;156.0;-78.0;161.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;164.99999999999994;BrokerField;162.0;-78.0;167.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;170.99999999999994;BrokerField;168.0;-78.0;173.9999999999999;-72.0000000000001
Asuncion-1600057911;-75.00000000000006;176.99999999999994;BrokerField;174.0;-78.0;179.9999999999999;-72.0000000000001
Asuncion-1600057911;-69.00000000000006;-177.00000000000006;BrokerField;-180.0;-72.0;-174.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-171.00000000000006;BrokerField;-174.0;-72.0;-168.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-165.00000000000006;BrokerField;-168.0;-72.0;-162.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-159.00000000000006;BrokerField;-162.0;-72.0;-156.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-153.00000000000006;BrokerField;-156.0;-72.0;-150.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-147.00000000000006;BrokerField;-150.0;-72.0;-144.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-141.00000000000006;BrokerField;-144.0;-72.0;-138.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-135.00000000000006;BrokerField;-138.0;-72.0;-132.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-129.00000000000006;BrokerField;-132.0;-72.0;-126.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-123.00000000000006;BrokerField;-126.0;-72.0;-120.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-117.00000000000006;BrokerField;-120.0;-72.0;-114.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-111.00000000000006;BrokerField;-114.0;-72.0;-108.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-105.00000000000006;BrokerField;-108.0;-72.0;-102.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-99.00000000000006;BrokerField;-102.0;-72.0;-96.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-93.00000000000006;BrokerField;-96.0;-72.0;-90.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-87.00000000000006;BrokerField;-90.0;-72.0;-84.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-81.00000000000006;BrokerField;-84.0;-72.0;-78.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-75.00000000000006;BrokerField;-78.0;-72.0;-72.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-69.00000000000006;BrokerField;-72.0;-72.0;-66.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-63.00000000000005;BrokerField;-66.0;-72.0;-60.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-57.00000000000005;BrokerField;-60.0;-72.0;-54.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-51.00000000000005;BrokerField;-54.0;-72.0;-48.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-45.00000000000005;BrokerField;-48.0;-72.0;-42.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-39.00000000000005;BrokerField;-42.0;-72.0;-36.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-33.00000000000005;BrokerField;-36.0;-72.0;-30.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-27.00000000000005;BrokerField;-30.0;-72.0;-24.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-21.00000000000005;BrokerField;-24.0;-72.0;-18.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-15.00000000000005;BrokerField;-18.0;-72.0;-12.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-9.00000000000005;BrokerField;-12.0;-72.0;-6.0000000000001;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;-3.00000000000005;BrokerField;-6.0;-72.0;-1.0E-13;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;2.99999999999995;BrokerField;0.0;-72.0;5.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;8.99999999999995;BrokerField;6.0;-72.0;11.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;116.99999999999994;BrokerField;114.0;-72.0;119.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;122.99999999999994;BrokerField;120.0;-72.0;125.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;128.99999999999994;BrokerField;126.0;-72.0;131.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;134.99999999999994;BrokerField;132.0;-72.0;137.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;140.99999999999994;BrokerField;138.0;-72.0;143.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;146.99999999999994;BrokerField;144.0;-72.0;149.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;152.99999999999994;BrokerField;150.0;-72.0;155.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;158.99999999999994;BrokerField;156.0;-72.0;161.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;164.99999999999994;BrokerField;162.0;-72.0;167.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;170.99999999999994;BrokerField;168.0;-72.0;173.9999999999999;-66.0000000000001
Asuncion-1600057911;-69.00000000000006;176.99999999999994;BrokerField;174.0;-72.0;179.9999999999999;-66.0000000000001
Asuncion-1600057911;-63.00000000000005;-177.00000000000006;BrokerField;-180.0;-66.0;-174.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-171.00000000000006;BrokerField;-174.0;-66.0;-168.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-165.00000000000006;BrokerField;-168.0;-66.0;-162.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-159.00000000000006;BrokerField;-162.0;-66.0;-156.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-153.00000000000006;BrokerField;-156.0;-66.0;-150.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-147.00000000000006;BrokerField;-150.0;-66.0;-144.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-141.00000000000006;BrokerField;-144.0;-66.0;-138.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-135.00000000000006;BrokerField;-138.0;-66.0;-132.0000000000001;-60.0000000000001
Asuncion-1600057911;-63.00000000000005;-129.00000000000006;BrokerField;-132.0;-66.0;-126.0000000000001;-60.0000000000001
